date,VN30 TRI,VNMID TRI,VNSML TRI,VN100 TRI,VNALL TRI,VNDIAMON TRI,VNFINLEA TRI,VNFINSEL TRI
2018-03-08,1186.32,1225.76,1021.27,1116.76,1113.65,1005.18,1092.3,1064.48
2018-03-09,1187.94,1222.4,1022.73,1117.32,1114.23,1005.18,1092.3,1064.48
2018-03-12,1188.4,1217.53,1021.09,1115.61,1112.46,1005.18,1092.3,1064.48
2018-03-13,1193.13,1229.9,1025.15,1122.32,1119.13,1005.18,1092.3,1064.48
2018-03-14,1197.02,1238.69,1025.01,1126.95,1123.57,1005.18,1092.3,1064.48
2018-03-15,1191.93,1239.85,1025.31,1122.31,1119.13,1005.18,1092.3,1064.48
2018-03-16,1194.8,1242.92,1029.12,1125.41,1122.39,1005.18,1092.3,1064.48
2018-03-19,1213.4,1244.01,1025.75,1140.05,1135.89,1005.18,1092.3,1064.48
2018-03-20,1217.62,1239.92,1023.0,1141.98,1137.45,1005.18,1092.3,1064.48
2018-03-21,1231.65,1249.75,1020.35,1154.82,1149.36,1005.18,1092.3,1064.48
2018-03-22,1228.77,1249.13,1015.81,1152.64,1147.06,1005.18,1092.3,1064.48
2018-03-23,1211.97,1228.19,1002.92,1137.15,1131.71,1005.18,1092.3,1064.48
2018-03-26,1231.08,1231.15,1002.24,1152.79,1146.41,1005.18,1092.3,1064.48
2018-03-27,1234.91,1228.31,1000.68,1155.4,1148.91,1005.18,1092.3,1064.48
2018-03-28,1235.76,1230.15,999.57,1156.5,1149.82,1005.18,1092.3,1064.48
2018-03-29,1228.94,1231.57,1000.34,1151.49,1145.03,1005.18,1092.3,1064.48
2018-03-30,1238.12,1245.79,1004.53,1160.65,1153.76,1005.18,1092.3,1064.48
2018-04-02,1257.59,1253.61,1007.61,1177.21,1169.38,1005.18,1092.3,1064.48
2018-04-03,1246.59,1257.92,1006.21,1169.11,1161.34,1005.18,1092.3,1064.48
2018-04-04,1251.72,1268.7,1011.64,1176.85,1168.69,1005.18,1092.3,1064.48
2018-04-05,1255.34,1281.71,1020.83,1182.33,1173.75,1005.18,1092.3,1064.48
2018-04-06,1260.98,1284.76,1028.96,1187.4,1178.89,1005.18,1092.3,1064.48
2018-04-09,1264.53,1281.98,1026.6,1190.12,1180.97,1005.18,1092.3,1064.48
2018-04-10,1254.2,1266.77,1019.06,1178.91,1170.39,1005.18,1092.3,1064.48
2018-04-11,1221.06,1239.21,1004.1,1148.86,1141.66,1005.18,1092.3,1064.48
2018-04-12,1227.82,1244.75,1007.01,1154.97,1147.51,1005.18,1092.3,1064.48
2018-04-13,1217.84,1236.08,1006.12,1146.41,1139.23,1005.18,1092.3,1064.48
2018-04-16,1211.2,1233.35,1005.75,1140.8,1133.37,1005.18,1092.3,1064.48
2018-04-17,1213.66,1245.86,1009.62,1144.41,1136.49,1005.18,1092.3,1064.48
2018-04-18,1198.01,1231.11,1007.33,1130.96,1123.82,1005.18,1092.3,1064.48
2018-04-19,1144.74,1210.29,1000.11,1086.62,1083.35,1005.18,1092.3,1064.48
2018-04-20,1169.82,1224.05,1008.38,1107.4,1102.97,1005.18,1092.3,1064.48
2018-04-23,1133.23,1179.62,992.77,1072.86,1069.74,1005.18,1092.3,1064.48
2018-04-24,1132.44,1170.13,988.02,1071.1,1067.96,1005.18,1092.3,1064.48
2018-04-26,1094.81,1139.26,964.69,1038.82,1036.56,1005.18,1092.3,1064.48
2018-04-27,1104.48,1159.59,970.87,1049.69,1047.15,1005.18,1092.3,1064.48
2018-05-02,1088.22,1139.28,963.5,1034.17,1032.17,1005.18,1092.3,1064.48
2018-05-03,1085.54,1132.86,963.02,1030.76,1028.87,1005.18,1092.3,1064.48
2018-05-04,1086.12,1140.7,965.09,1032.74,1030.88,1005.18,1092.3,1064.48
2018-05-07,1126.02,1164.47,973.94,1066.41,1063.01,1005.18,1092.3,1064.48
2018-05-08,1125.81,1158.93,968.85,1064.43,1060.68,1005.18,1092.3,1064.48
2018-05-09,1124.76,1160.8,969.62,1063.78,1060.06,1005.18,1092.3,1064.48
2018-05-10,1096.06,1140.05,962.0,1038.32,1035.56,1005.18,1092.3,1064.48
2018-05-11,1108.44,1149.16,962.87,1049.27,1045.96,1005.18,1092.3,1064.48
2018-05-14,1130.66,1157.47,966.84,1068.39,1064.46,1005.18,1092.3,1064.48
2018-05-15,1135.0,1164.37,971.56,1072.44,1068.43,1005.18,1092.3,1064.48
2018-05-16,1112.21,1163.64,967.38,1054.59,1051.18,1005.18,1092.3,1064.48
2018-05-17,1083.33,1162.65,966.06,1031.65,1029.18,1005.18,1092.3,1064.48
2018-05-18,1099.59,1159.13,966.59,1043.52,1040.5,1005.18,1092.3,1064.48
2018-05-21,1072.7,1149.0,965.05,1019.9,1017.72,1005.18,1092.3,1064.48
2018-05-22,1031.54,1113.95,946.14,981.93,980.65,1005.18,1092.3,1064.48
2018-05-23,1041.86,1120.81,946.48,990.55,988.71,1005.18,1092.3,1064.48
2018-05-24,1033.27,1111.97,943.47,983.16,981.72,1005.18,1092.3,1064.48
2018-05-25,1008.52,1092.12,936.58,962.25,961.91,1005.18,1092.3,1064.48
2018-05-28,967.25,1035.01,908.95,923.29,924.2,1005.18,1092.3,1064.48
2018-05-29,996.22,1067.05,925.96,950.01,950.15,1005.18,1092.3,1064.48
2018-05-30,989.48,1058.98,926.13,943.53,944.06,1005.18,1092.3,1064.48
2018-05-31,1020.36,1079.53,936.04,970.19,969.71,1005.18,1092.3,1064.48
2018-06-01,1043.88,1090.63,942.07,990.22,989.05,1005.18,1092.3,1064.48
2018-06-04,1073.52,1114.23,950.94,1016.8,1014.65,1005.18,1092.3,1064.48
2018-06-05,1085.93,1135.23,957.97,1030.15,1027.69,1005.18,1092.3,1064.48
2018-06-06,1102.53,1153.71,961.37,1045.68,1042.47,1005.18,1092.3,1064.48
2018-06-07,1106.87,1154.21,963.25,1049.22,1045.98,1005.18,1092.3,1064.48
2018-06-08,1105.92,1154.06,960.23,1048.48,1045.1,1005.18,1092.3,1064.48
2018-06-11,1104.82,1140.55,960.19,1045.75,1042.67,1005.18,1092.3,1064.48
2018-06-12,1087.47,1120.62,953.25,1029.93,1027.56,1005.18,1092.3,1064.48
2018-06-13,1098.07,1124.0,955.84,1038.9,1036.1,1005.18,1092.3,1064.48
2018-06-14,1083.02,1129.09,957.19,1028.46,1026.33,1005.18,1092.3,1064.48
2018-06-15,1083.81,1127.16,956.46,1028.15,1026.01,1005.18,1092.3,1064.48
2018-06-18,1046.4,1097.35,947.13,995.01,994.03,1005.18,1092.3,1064.48
2018-06-19,1019.18,1057.73,924.84,967.5,966.67,1005.18,1092.3,1064.48
2018-06-20,1042.63,1074.96,933.7,988.14,986.66,1005.18,1092.3,1064.48
2018-06-21,1030.65,1057.84,930.95,976.48,975.6,1005.18,1092.3,1064.48
2018-06-22,1049.31,1071.17,934.21,993.07,991.74,1005.18,1092.3,1064.48
2018-06-25,1059.82,1079.32,933.79,1002.4,1000.53,1005.18,1092.3,1064.48
2018-06-26,1050.98,1076.27,934.66,995.04,993.52,1005.18,1092.3,1064.48
2018-06-27,1037.37,1065.39,934.24,983.57,982.67,1005.18,1092.3,1064.48
2018-06-28,1022.4,1039.89,927.4,968.68,968.04,1005.18,1092.3,1064.48
2018-06-29,1022.96,1037.25,931.88,968.6,968.22,1005.18,1092.3,1064.48
2018-07-02,1004.14,1012.56,914.31,950.8,950.56,1005.18,1092.3,1064.48
2018-07-03,962.95,975.33,893.94,912.59,913.55,1005.18,1092.3,1064.48
2018-07-04,972.58,986.2,895.38,922.39,922.66,1005.18,1092.3,1064.48
2018-07-05,954.1,964.75,882.85,905.46,905.95,1005.18,1092.3,1064.48
2018-07-06,977.69,988.89,892.62,926.71,926.5,1005.18,1092.3,1064.48
2018-07-09,970.25,977.95,892.09,919.26,919.53,1005.18,1092.3,1064.48
2018-07-10,969.42,975.02,889.25,917.63,917.86,1005.18,1092.3,1064.48
2018-07-11,951.26,954.14,872.16,901.31,901.56,1005.18,1092.3,1064.48
2018-07-12,954.21,962.31,874.22,904.66,904.9,1005.18,1092.3,1064.48
2018-07-13,971.56,979.57,882.13,919.87,919.54,1005.18,1092.3,1064.48
2018-07-16,976.67,991.12,884.77,925.69,925.22,1005.18,1092.3,1064.48
2018-07-17,988.93,1012.05,887.38,938.56,937.45,1005.18,1092.3,1064.48
2018-07-18,1010.41,1040.73,900.72,959.45,957.86,1005.18,1092.3,1064.48
2018-07-19,1016.53,1045.0,904.43,964.79,963.16,1005.18,1092.3,1064.48
2018-07-20,1000.77,1049.47,905.92,953.78,952.87,1005.18,1092.3,1064.48
2018-07-23,1005.97,1048.42,903.72,957.54,956.28,1005.18,1092.3,1064.48
2018-07-24,997.57,1053.29,904.95,952.32,951.52,1005.18,1092.3,1064.48
2018-07-25,989.09,1056.58,910.23,946.68,946.55,1005.18,1092.3,1064.48
2018-07-26,995.19,1051.82,909.99,950.85,950.59,1005.18,1092.3,1064.48
2018-07-27,1001.52,1071.27,913.45,958.52,957.85,1005.18,1092.3,1064.48
2018-07-30,1015.01,1089.3,916.87,971.43,970.05,1005.18,1092.3,1064.48
2018-07-31,1020.17,1090.59,920.37,975.38,973.92,1005.18,1092.3,1064.48
2018-08-01,1014.69,1085.67,918.67,970.38,969.12,1005.18,1092.3,1064.48
2018-08-02,1013.12,1083.98,915.15,968.76,967.34,1005.18,1092.3,1064.48
2018-08-03,1016.64,1089.93,912.74,972.9,971.24,1005.18,1092.3,1064.48
2018-08-06,1015.26,1089.15,911.4,971.54,969.83,1005.18,1092.3,1064.48
2018-08-07,1012.11,1079.1,907.86,966.4,964.5,1005.18,1092.3,1064.48
2018-08-08,1022.01,1085.63,910.96,974.76,972.47,1005.18,1092.3,1064.48
2018-08-09,1020.24,1087.98,911.43,973.11,970.73,1005.18,1092.3,1064.48
2018-08-10,1025.01,1091.47,912.0,977.21,974.59,1005.18,1092.3,1064.48
2018-08-13,1038.06,1099.0,913.53,987.6,984.22,1005.18,1092.3,1064.48
2018-08-14,1044.09,1101.38,915.62,992.77,989.27,1005.18,1092.3,1064.48
2018-08-15,1024.86,1086.14,910.15,975.89,973.17,1005.18,1092.3,1064.48
2018-08-16,1028.33,1084.94,911.7,978.27,975.49,1005.18,1092.3,1064.48
2018-08-17,1027.3,1083.7,912.13,977.34,974.65,1005.18,1092.3,1064.48
2018-08-20,1023.43,1093.27,910.3,976.41,973.76,1005.18,1092.3,1064.48
2018-08-21,1033.84,1107.68,915.21,986.97,984.01,1005.18,1092.3,1064.48
2018-08-22,1038.56,1110.58,919.41,991.0,988.03,1005.18,1092.3,1064.48
2018-08-23,1039.98,1114.97,923.83,993.03,990.25,1005.18,1092.3,1064.48
2018-08-24,1039.42,1115.81,926.64,992.5,989.84,1005.18,1092.3,1064.48
2018-08-27,1046.41,1115.07,932.05,997.28,994.54,1005.18,1092.3,1064.48
2018-08-28,1051.24,1120.12,927.51,1001.55,998.21,1005.18,1092.3,1064.48
2018-08-29,1044.72,1122.1,925.39,996.65,993.39,1005.18,1092.3,1064.48
2018-08-30,1056.02,1130.68,928.03,1006.31,1002.52,1005.18,1092.3,1064.48
2018-08-31,1049.31,1126.01,928.51,1000.64,997.28,1005.18,1092.3,1064.48
2018-09-04,1029.73,1113.03,925.6,983.84,981.38,1005.18,1092.3,1064.48
2018-09-05,1020.92,1105.42,921.79,975.46,973.17,1005.18,1092.3,1064.48
2018-09-06,1011.29,1100.01,918.03,966.25,964.02,1005.18,1092.3,1064.48
2018-09-07,1025.9,1105.27,921.78,978.43,975.76,1005.18,1092.3,1064.48
2018-09-10,1023.43,1101.73,921.64,976.53,974.14,1005.18,1092.3,1064.48
2018-09-11,1040.35,1119.11,929.18,992.93,990.16,1005.18,1092.3,1064.48
2018-09-12,1040.09,1118.43,932.39,992.71,990.18,1005.18,1092.3,1064.48
2018-09-13,1038.46,1123.31,936.26,992.08,989.74,1005.18,1092.3,1064.48
2018-09-14,1041.89,1122.94,940.9,994.81,992.62,1005.18,1092.3,1064.48
2018-09-17,1035.24,1121.74,944.46,989.79,988.17,1005.18,1092.3,1064.48
2018-09-18,1041.71,1131.99,951.13,996.7,995.11,1005.18,1092.3,1064.48
2018-09-19,1044.91,1139.62,957.47,1000.1,998.56,1005.18,1092.3,1064.48
2018-09-20,1054.11,1153.79,960.51,1008.97,1006.9,1005.18,1092.3,1064.48
2018-09-21,1057.64,1153.87,961.18,1011.85,1009.71,1005.18,1092.3,1064.48
2018-09-24,1069.75,1155.47,966.09,1021.06,1018.61,1005.18,1092.3,1064.48
2018-09-25,1069.23,1163.49,972.06,1022.02,1019.82,1005.18,1092.3,1064.48
2018-09-26,1068.45,1170.54,982.01,1022.48,1020.77,1005.18,1092.3,1064.48
2018-09-27,1073.94,1178.7,988.86,1028.11,1026.46,1005.18,1092.3,1064.48
2018-09-28,1079.67,1178.78,987.43,1032.08,1030.0,1005.18,1092.3,1064.48
2018-10-01,1074.98,1176.1,982.95,1028.1,1026.0,1005.18,1092.3,1064.48
2018-10-02,1072.23,1170.35,981.66,1025.94,1024.17,1005.18,1092.3,1064.48
2018-10-03,1075.18,1174.59,984.86,1028.87,1027.09,1005.18,1092.3,1064.48
2018-10-04,1079.01,1184.6,988.36,1033.04,1031.07,1005.18,1092.3,1064.48
2018-10-05,1065.58,1170.69,982.28,1020.14,1018.34,1005.18,1092.3,1064.48
2018-10-08,1054.2,1166.23,979.89,1010.33,1008.57,1005.18,1092.3,1064.48
2018-10-09,1051.04,1163.11,979.86,1007.14,1005.37,1005.18,1092.3,1064.48
2018-10-10,1049.84,1156.28,977.57,1004.97,1003.14,1005.18,1092.3,1064.48
2018-10-11,999.59,1091.61,937.74,955.99,955.47,1005.18,1092.3,1064.48
2018-10-12,1025.09,1115.98,950.54,979.64,978.45,1005.18,1092.3,1064.48
2018-10-15,1008.86,1104.08,942.44,965.22,964.46,1005.18,1092.3,1064.48
2018-10-16,1020.93,1112.62,950.72,976.18,975.59,1005.18,1092.3,1064.48
2018-10-17,1027.99,1122.19,954.55,983.21,982.38,1005.18,1092.3,1064.48
2018-10-18,1018.89,1110.47,951.08,974.44,974.17,1005.18,1092.3,1064.48
2018-10-19,1012.53,1110.0,948.8,969.84,970.01,1005.18,1092.3,1064.48
2018-10-22,1002.81,1092.58,940.14,959.71,960.03,1005.18,1092.3,1064.48
2018-10-23,986.78,1069.49,927.92,943.76,944.34,1005.18,1092.3,1064.48
2018-10-24,974.28,1055.46,922.73,932.09,933.1,1005.18,1092.3,1064.48
2018-10-25,965.98,1043.97,913.18,923.2,924.02,1005.18,1092.3,1064.48
2018-10-26,957.5,1032.65,909.82,915.3,916.51,1005.18,1092.3,1064.48
2018-10-29,950.29,1025.1,905.08,908.71,910.07,1005.18,1092.3,1064.48
2018-10-30,949.89,1018.73,902.93,906.78,907.97,1005.18,1092.3,1064.48
2018-10-31,979.79,1043.0,917.23,932.63,932.89,1005.18,1092.3,1064.48
2018-11-01,964.74,1034.76,912.81,919.51,920.18,1005.18,1092.3,1064.48
2018-11-02,981.81,1049.04,922.42,935.23,935.63,1005.18,1092.3,1064.48
2018-11-05,983.33,1052.71,922.65,936.6,936.83,1005.18,1092.3,1064.48
2018-11-06,977.66,1054.56,927.6,932.88,933.65,1005.18,1092.3,1064.48
2018-11-07,977.27,1049.72,926.65,932.17,933.05,1005.18,1092.3,1064.48
2018-11-08,978.52,1058.41,929.21,934.57,935.46,1005.18,1092.3,1064.48
2018-11-09,962.49,1046.95,926.64,920.37,921.89,1005.18,1092.3,1064.48
2018-11-12,965.26,1046.12,927.05,922.27,923.7,1005.18,1092.3,1064.48
2018-11-13,949.69,1039.75,928.61,909.0,911.14,1005.18,1092.3,1064.48
2018-11-14,947.17,1040.41,924.55,907.84,910.0,1005.18,1092.3,1064.48
2018-11-15,940.03,1036.04,923.07,901.08,903.38,1005.18,1092.3,1064.48
2018-11-16,944.66,1041.31,924.54,904.62,906.62,1005.18,1092.3,1064.48
2018-11-19,965.87,1050.02,930.44,923.19,924.42,1005.18,1092.3,1064.48
2018-11-20,970.58,1051.09,932.32,927.21,928.37,1005.18,1092.3,1064.48
2018-11-21,974.94,1052.7,934.32,931.18,932.4,1005.18,1092.3,1064.48
2018-11-22,976.9,1052.96,935.55,932.99,934.23,1005.18,1092.3,1064.48
2018-11-23,967.9,1045.2,933.29,924.97,926.43,1005.18,1092.3,1064.48
2018-11-26,973.05,1040.57,931.33,929.25,930.73,1005.18,1092.3,1064.48
2018-11-27,973.32,1037.28,927.61,929.74,931.25,1005.18,1092.3,1064.48
2018-11-28,979.95,1041.94,926.5,935.76,936.95,1005.18,1092.3,1064.48
2018-11-29,975.8,1039.13,921.92,931.95,933.0,1005.18,1092.3,1064.48
2018-11-30,972.77,1041.72,923.74,930.37,931.73,1005.18,1092.3,1064.48
2018-12-03,1002.05,1063.31,930.87,956.43,956.98,1005.18,1092.3,1064.48
2018-12-04,1008.29,1067.98,933.96,962.31,962.87,1005.18,1092.3,1064.48
2018-12-05,1006.35,1064.96,934.56,959.81,960.29,1005.18,1092.3,1064.48
2018-12-06,1003.28,1069.87,932.4,958.12,958.5,1005.18,1092.3,1064.48
2018-12-07,1010.69,1075.78,936.72,964.95,965.29,1005.18,1092.3,1064.48
2018-12-10,1003.33,1068.07,936.56,958.46,959.26,1005.18,1092.3,1064.48
2018-12-11,1002.81,1067.32,934.03,957.94,958.63,1005.18,1092.3,1064.48
2018-12-12,1008.64,1077.98,936.64,963.8,964.21,1005.18,1092.3,1064.48
2018-12-13,1009.94,1078.5,937.4,965.16,965.6,1005.18,1092.3,1064.48
2018-12-14,998.95,1076.65,935.51,956.74,957.6,1005.18,1092.3,1064.48
2018-12-17,980.05,1055.1,924.13,939.11,940.37,1005.18,1092.3,1064.48
2018-12-18,968.38,1043.12,916.89,928.09,929.48,1005.18,1092.3,1064.48
2018-12-19,959.8,1038.6,912.71,920.6,922.03,1005.18,1092.3,1064.48
2018-12-20,953.54,1048.29,912.23,917.02,918.43,1005.18,1092.3,1064.48
2018-12-21,949.26,1047.53,913.3,913.12,914.55,1005.18,1092.3,1064.48
2018-12-24,950.06,1037.39,905.38,912.62,913.89,1005.18,1092.3,1064.48
2018-12-25,941.41,1018.14,893.6,902.96,904.13,1005.18,1092.3,1064.48
2018-12-26,936.33,1014.9,892.56,898.59,899.93,1005.18,1092.3,1064.48
2018-12-27,941.94,1030.69,897.15,905.42,906.59,1005.18,1092.3,1064.48
2018-12-28,930.75,1027.71,892.16,894.48,895.78,1005.18,1092.3,1064.48
2019-01-02,931.48,1008.37,885.82,893.79,895.13,1005.18,1092.3,1064.48
2019-01-03,913.12,994.98,871.67,877.89,879.37,1005.18,1092.3,1064.48
2019-01-04,914.62,998.46,870.51,880.0,881.44,1005.18,1092.3,1064.48
2019-01-07,926.86,1002.66,877.45,890.83,892.42,1005.18,1092.3,1064.48
2019-01-08,920.35,1000.62,877.31,885.53,887.36,1005.18,1092.3,1064.48
2019-01-09,931.32,1010.11,881.28,895.6,897.16,1005.18,1092.3,1064.48
